"id","type","product"
"ACCR.ACCT.DR","L","IC"
"ACCR.ACCT.DR2","L","IC"
"ACCR.ACCT.TRAN.CH","L","IC"
"ACCR.REV.PARAM","H","AC"
"ACCT.ACTIVITY","L","AC"
"ACCT.AVAILABILITY","L","AC"
"ACCT.BACK.VALUE","L","IC"
"ACCT.BALANCE.ACTIVITY","L","AC"
"ACCT.CAPITALISATION","H","IC"
"ACCT.ENT.FWD","T","AC"
"ACCT.ENT.LWORK.DAY","T","AC"
"ACCT.ENT.STMT","W","ST"
"ACCT.ENT.STMT.STD","W","AC"
"ACCT.ENT.TODAY","T","AC"
"ACCT.ENTRY.STMT","W","ST"
"ACCT.EXTRACT","R","AC"
"ACCT.GEN.CONDITION","H","ST"
"ACCT.GROUP.CONDITION","H","ST"
"ACCT.GROUP.EVENT","H","ST"
"ACCT.INACTIVE.RESET","H","AC"
"ACCT.INTERIM.CAP","U","IC"
"ACCT.INTERIM.CHG","U","IC"
"ACCT.OD.HIST","L","AC"
"ACCT.STATEMENT.CHARGE","H","IC"
"ACCT.STMT.ENTRY","T","ST"
"ACCT.STMT.PRINT","T","ST"
"ACCT.STMT2.ENTRY","T","ST"
"ACCT.STMT2.PRINT","T","ST"
"ACCT.STMT2.PRINT.HIST","T","ST"
"ACCT.SUSP.ACT","L","IC"
"ACCT.SUSP.ENTRIES","L","IC"
"ACCT.SUSP.SETTLE","U","IC"
"ACCT.TRANS.FWD","T","AC"
"ACTIVITY","L","EB"
"ADHOC.MESSAGES","L","ST"
"ADHOC.STATEMENTS","L","ST"
"AF.REBUILD.REQUEST","H","AC"
"AGENCY","H","ST"
"AI.BENCHMARK.CURRENCY","D","AI"
"AI.CORP.USER.DETAILS","D","AI"
"AI.CORPORATE.LOGIN","D","AI"
"AI.CORPORATE.USER","D","AI"
"AI.DEFINE.CONDITIONS","D","AI"
"AI.DEFINE.DOCUMENTS","D","AI"
"AI.SELF.REGISTRATION","D","AI"
"ALL.PORTFOLIO.COMPARE","L","SC"
"ALT.ACCT.PARAMETER","H","AC"
"ALT.DEPT.LEVEL","H","EB"
"ALT.SEC.PARAMETER","H","SC"
"ALTERNATE.ACCOUNT","L","AC"
"ALTERNATE.INDEX","H","SC"
"AM.AC.STMT.WORKFILE","L","AM"
"AM.ACT.SUMMARY","H","AM"
"AM.ACT.WORKFILE","L","AM"
"AM.AIV.ACTIVITY","L","AM"
"AM.AMEND.VIRTUAL.BALANCE","W","AM"
"AM.AXIS","H","AM"
"AM.BENCH.INDICES","H","AM"
"AM.BENCH.INDICES.HIST","H","AM"
"AM.BENCH.INDICES.PERF","L","AM"
"AM.BENCH.PERF.MAN","H","AM"
"AM.BENCH.PORT.LINK","W","AM"
"AM.BENCH.PORT.LINK.HIST","W","AM"
"AM.BENCH.WORKFILE","L","AM"
"AM.BENCHMARK","H","AM"
"AM.BENCHMARK.HIST","H","AM"
"AM.BENCHMARK.HIST.CONCAT","T","AM"
"AM.BENCHMARK.PERF","L","AM"
"AM.BREAKDOWN.SELECT","H","AM"
"AM.BRK.INST.DEFINITION","H","AM"
"AM.BRK.RETURN.TYPE","H","OB"
"AM.BUILD.MODEL","W","AM"
"AM.CALC.METHOD","D","AM"
"AM.CASH.MGMT.REQUEST","L","AM"
"AM.CCY.HEDGE.DETAIL","W","AM"
"AM.CCY.HEDGE.REQ.CONCAT","T","AM"
"AM.CCY.HEDGE.REQUEST","U","AM"
"AM.CCY.HEDGE.WRK","W","AM"
"AM.CCY.RATE","H","AM"
"AM.COLLECTION","H","AM"
"AM.COLLECTION.CONCAT","T","AM"
"AM.COMP.BV.UPD","U","AM"
"AM.COMP.EXCL.PREPARATION","W","AM"
"AM.COMP.HIST.DET.WORK","U","AM"
"AM.COMPARE","W","AM"
"AM.COMPARE.DETAIL","L","AM"
"AM.COMPOSITE","H","AM"
"AM.COMPOSITE.ARC","L","AM"
"AM.COMPOSITE.EXCL.CODE","H","AM"
"AM.COMPOSITE.HIST","L","AM"
"AM.COMPOSITE.HIST.DETAIL","L","AM"
"AM.COMPOSITE.HIST.EXCL","L","AM"
"AM.COMPOSITE.PORTFOLIO","H","AM"
"AM.COMPOSITE.SP.EXCL","H","AM"
"AM.COMPOSITE.YEARLY.HIST","L","AM"
"AM.CRITERIA","H","AM"
"AM.DYNAMIC.MODEL","H","AM"
"AM.DYNAMIC.MODEL.COPY","H","AM"
"AM.DYNAMIC.NODE.NAME","L","AM"
"AM.DYNAMIC.PORT.NODE","L","AM"
"AM.ECONOMY.REPORTS","D","AM"
"AM.ENTITY","H","AM"
"AM.EXCEPTION","H","AM"
"AM.EXTRACT.FQU","T","AM"
"AM.EXTRACT.HIST.LOG","L","AM"
"AM.FLOW.TYPE","H","OB"
"AM.FUND.FLOW","H","AM"
"AM.FX.ORDER","W","AM"
"AM.GRID","L","AM"
"AM.GRID.FMT","L","AM"
"AM.GRID.FMT.PARAM","H","AM"
"AM.GRID.REFERENCE","L","AM"
"AM.GROUP.PORT","H","AM"
"AM.GROUP.PORT.CONCAT","T","AM"
"AM.GROUP.PORT.CONCAT.HIST","T","AM"
"AM.GROUP.PORT.CONCAT.LW","T","AM"
"AM.GROUP.PORT.DATE.CHANGE","T","AM"
"AM.GROUP.PORT.UNIQUE","T","AM"
"AM.GROUP.TYPE","H","AM"
"AM.GRP.GRID","L","AM"
"AM.GRP.POS","L","AM"
"AM.INST.FLOW.TRANS","L","OB"
"AM.INST.PERF.DETAIL","L","AM"
"AM.INST.PERF.DETAIL.GRP","L","AM"
"AM.INST.PERF.DETAIL.MAN","H","AM"
"AM.INST.VEH","L","AM"
"AM.INST.VEH.MAN","H","AM"
"AM.INV.PGM.SAM","D","AM"
"AM.INVESTMENT.OBJECTIVE","H","AM"
"AM.LAST.COMPARE","L","AM"
"AM.LIQ.SWEEP.DETAIL","W","AM"
"AM.LIQ.SWEEP.REQUEST","U","AM"
"AM.MARKET.WATCH","D","AM"
"AM.MATRIX","H","AM"
"AM.MATRIX.HISTORY","L","AM"
"AM.MIFID.RISK.CLASS","D","AM"
"AM.MODEL","W","AM"
"AM.MODEL.PORT.REBUILD","H","AM"
"AM.MODEL.PORT.REBUILD.WRK","W","AM"
"AM.NEW.MODEL","H","AM"
"AM.ORDER","W","AM"
"AM.PARAMETER","H","AM"
"AM.PERF.DETAIL.GRP","L","AM"
"AM.PERF.DETAIL.GRP.MAN","H","AM"
"AM.PERF.FEES.DETAIL","L","AM"
"AM.PERF.OVERVIEW.WORKFILE","L","AM"
"AM.PERF.PARAMETER","H","AM"
"AM.PERF.WORKFILE","L","AM"
"AM.PERFORMANCE.FEES","H","AM"
"AM.PF.FEES.CONFIG","H","AM"
"AM.PF.FEES.POST.REQUEST","H","AM"
"AM.PF.FEES.TYPE","H","AM"
"AM.PORT.GROUP.CONCAT","T","AM"
"AM.PORT.GROUP.CONCAT.HIST","T","AM"
"AM.PORT.GROUP.DATE.CHANGE","T","AM"
"AM.PORT.TYPE","H","AM"
"AM.PORTAL.LAUNCH","H","AM"
"AM.PORTAL.LAUNCH.TYPE","H","AM"
"AM.POS","L","AM"
"AM.PRICE.SET","H","AM"
"AM.RATING","H","AM"
"AM.REASON.TYPE","H","AM"
"AM.REC.RESET.LOG","L","AM"
"AM.REC.TAX.RESET","H","AM"
"AM.RECOMMEND.PORTF","W","AM"
"AM.RECOMMENDATION","H","AM"
"AM.REP.CUSTOMERS","L","AM"
"AM.REP.ONLINE","W","AM"
"AM.REP.PARAMETER","H","AM"
"AM.REP.TEM.CON","L","AM"
"AM.REP.TEMPLATE","H","AM"
"AM.REPORT","H","AM"
"AM.REPORTS","D","AM"
"AM.SC.BROKER.MOVEMENT","L","SC"
"AM.SCENARIO","W","AM"
"AM.SCENARIO.FX.ORDER","W","AM"
"AM.SCENARIO.ORDER","W","AM"
"AM.SCENARIO.SAVED","L","AM"
"AM.SEGMENTED.HIERARCHY","H","AM"
"AM.SEGMENTS","H","AM"
"AM.SIZING","H","AM"
"AM.STOCK.PICK","D","AM"
"AM.SUB.REPORT","H","AM"
"AM.SWEEP.DETAIL","W","AM"
"AM.SWEEP.REQUEST","U","AM"
"AM.TSDATA","L","AM"
"AM.TSDATA.ATTRIBUTE","L","AM"
"AM.VAL.EXTRACT.WRK","L","AM"
"AM.VAL.PARAMETER","H","AM"
"AM.VALUATION.EXT.GRP.CONS","L","AM"
"AM.VALUATION.EXT.GRP.CONS.LW","L","AM"
"AM.VEH","L","AM"
"AM.VEH.INDEX","L","AM"
"AM.VEH.LIST","T","AM"
"AM.VIEW","H","AM"
"AM.VIEW.ENQUIRY","H","AM"
"AM.VIOLATION","W","AM"
"AM.VIRTUAL.ACCOUNT","W","AM"
"AM.VIRTUAL.CUSTOMER","H","AM"
"AM.WORK.FILES","H","AM"
"AML.EXTRACT.MAPPING","H","VP"
"AML.TXN.PARAMETER","H","VP"
"ANS","R","EB"
"AP.ANALYSIS.REPORTS","D","AP"
"APPL.GEN.CONDITION","H","ST"
"ARC.GENERIC.REQUEST","W","EB"
"ARCHIVE","W","EB"
"ARCHIVES","L","EB"
"ARCHIVES.CANCEL","W","EB"
"ARCHIVES.FIELD","W","EB"
"ARCHIVES.INIT.TAPE","W","EB"
"ARCHIVES.LIVE.TO.HIST","W","EB"
"ARCHIVES.PARAMETER","H","EB"
"ARCHIVES.RESTORE","L","EB"
"ARCHIVES.SPOOL","W","EB"
"ARCHIVES.UPDATE","W","EB"
"ASCII.VAL.TABLE","H","ST"
"ASCII.VALUES","H","ST"
"ASSET.BY.CATEG","H","ST"
"ASSET.CLASS","H","ST"
"ASSET.CLASS.PARAMETER","H","ST"
"ASSET.REGISTER","H","ST"
"ASSET.TYPE","H","ST"
"AU.APP.RULE","H","AU"
"AU.PARAMETER","H","AU"
"AU.RULE","H","AU"
"AUDIT.CONFIRMATION","W","MM"
"AUDIT.REPORT","W","AC"
"AUTO.ID.START","U","EB"
"AUTO.TXN.POPULATE","W","TK"
"BAL.CHK.LISTENER.SERVICE.LIST","L","AC"
"BALANCE.REQUIREMENT","H","IC"
"BANK.RETURN.PARAMS","H","ST"
"BASIC.INTEREST","H","ST"
"BASIC.INTEREST.DATE","T","ST"
"BASIC.RATE.CHANGE","L","ST"
"BASIC.RATE.TEXT","H","ST"
"BATCH","H","EB"
"BATCH.BACKUP.PARAMETER","H","EB"
"BATCH.NEW.COMPANY","U","EB"
"BC.SORT.CODE","H","FT"
"BC.SORT.CODE.XREF","T","FT"
"BENEFICIARY","H","ST"
"BENEFICIARY.LINKS","L","ST"
"BGC.BLOCK.CODE","H","FT"
"BGC.FT.TRANSACTION","H","FT"
"BGC.STATIC","L","FT"
"BGC.UNIT.CODE","H","FT"
"BILATERAL.AGREEMENT","H","ST"
"BILL.REGISTER","H","LD"
"BL.AUTO.BATCH","H","BL"
"BL.BALANCES","L","BL"
"BL.BALANCES.HIST","L","BL"
"BL.BALANCES.HOLD","L","BL"
"BL.BATCH","H","BL"
"BL.BATCH.COND.REF","T","BL"
"BL.BATCH.CONDITIONS","H","BL"
"BL.BATCH.HIST","H","BL"
"BL.BATCH.UPLOAD.DTLS","L","BL"
"BL.BILL","H","BL"
"BL.BILL.ACCOUNT","T","BL"
"BL.BILL.BILL.REG","L","BL"
"BL.BILL.BILL.REG.HIST","L","BL"
"BL.BILL.CUSTOMER","T","BL"
"BL.BILL.DELIVERY.SCHEDULE","L","BL"
"BL.BILL.HIST","H","BL"
"BL.BR.TYPE","T","BL"
"BL.BUYER.SELLER.LIMIT","H","BL"
"BL.CHARGES","L","BL"
"BL.CHARGES.HIST","L","BL"
"BL.COLLATERAL","L","CO"
"BL.COLLATERAL.RIGHT","T","CO"
"BL.ENT.TODAY","T","BL"
"BL.GROUP.CONDITION","H","BL"
"BL.MATURITY","L","BL"
"BL.PARAMETER","H","BL"
"BL.RATES","L","BL"
"BL.REG.ERROR.DTLS","L","BL"
"BL.REGISTER","H","BL"
"BL.REGISTER.HIST","H","BL"
"BL.STATUS","H","BL"
"BL.TXN.TYPE.CONDITION","H","BL"
"BL.TYPE","H","BL"
"BL.UPLOAD.REG","T","BL"
"BLOCK.LETTERS","U","EB"
"BM.CREATE.PARAM","H","TK"
"BM.CREATE.SCRIPTS","W","TK"
"BM.PARAMETER","H","BM"
"BM.SCRIPT.CONTENTS","W","TK"
"BOND.LENT.MASTER","H","SC"
"BPM.CONTEXT.REF","L","JP"
"BPM.ENQUIRY","H","JP"
"BPM.TASK.ACTIONS","H","JP"
"BPM.TXN.REF","L","JP"
"BR.BRANCH","H","BR"
"BR.PARAMETER","H","BR"
"BR.PRODUCT","H","BR"
"BROKER","H","ST"
"BROKER.COMM.EARNT","H","SC"
"BROWSER.PARAMETERS","H","EB"
"BROWSER.PREFERENCES","H","EB"
"BROWSER.TOOLBAR","H","EB"
"BROWSER.TOOLS","H","EB"
"BUILD.CONTROL","W","EB"
"BUILD.CONTROL.PARAMETER","H","EB"
"BUILD.CONTROL.PRODUCT","U","EB"
"BUILD.CONTROL.RELEASE.AUDIT","L","EB"
"BUILD.CONTROL.SAVE.AUDIT","L","EB"
"BUILD.GROUP.COMPARE","L","SC"
"BULK.STO","H","AC"
"BUSINESS.GROUP","H","ST"
"BUSINESS.GROUP.MAP","H","ST"
"BV.ACCT.ACTIVITY","L","AM"
"BV.COMP.TRANS","L","AM"
"BV.LOCKED.TRANSACTIONS","L","AM"
"BV.ONLINE.CLEAR.WRK","L","AM"
"BV.REPORT.LOG","L","AM"
"BV.TRANSACTIONS","L","AM"
"CA.CLEARING.DIRECTORY","H","CA"
"CA.CLEARING.DIRECTORY.PARAM","H","CA"
"CALCDAYS","R","EB"
"CALCDIFFDATES","R","EB"
"CAPTL.INCREASE.CUS","H","SC"
"CAPTL.INCREASE.DET","H","SC"
"CAPTL.INCREASE.TYP","H","SC"
"CARD.BILL.CLOSE.DATE","T","ST"
"CARD.BILL.CLOSE.DATE.WORK","T","ST"
"CARD.CHARGE","H","ST"
"CARD.ISSUE","H","ST"
"CARD.ISSUE.ACCOUNT","T","ST"
"CARD.REPAYMENT.DATE","T","ST"
"CARD.REPAYMENT.DATE.WORK","T","ST"
"CARD.STATUS","H","ST"
"CARD.TYPE","H","ST"
"CASH.FLOW.EXCEPTION","L","AC"
"CASH.FLOW.PROJ.WORK","H","AM"
"CATEG.ENT.ACTIVITY","T","AC"
"CATEG.ENT.FWD","T","AC"
"CATEG.ENT.LWORK.DAY","T","AC"
"CATEG.ENT.MONTH","L","AC"
"CATEG.ENT.STMT","W","AC"
"CATEG.ENT.TODAY","T","AC"
"CATEG.ENTRY","L","AC"
"CATEG.ENTRY.DETAIL","L","AC"
"CATEG.ENTRY.DETAIL.XREF","T","AC"
"CATEG.INT.ACCT","T","AC"
"CATEG.MONTH","T","AC"
"CATEGORY","H","ST"
"CCY.HISTORY","L","ST"
"CCY.NOSTRO.ACCT","T","AC"
"CG.BASE.BUILD.TODAY","T","SC"
"CG.BASE.BUILDER","W","SC"
"CG.MANUAL.INPUT","H","SC"
"CG.PARAM.CONDITION","H","SC"
"CG.PARAMETER","H","SC"
"CG.TAPER.RELIEF","H","SC"
"CG.TXN.BASE","H","SC"
"CG.TXN.RULES","H","SC"
"CGT.REV.ENTRY","L","SC"
"CHANNEL.PARAMETER","H","EB"
"CHANNEL.PERMISSION","H","EB"
"CHECK.CE.CONT","R","EB"
"CHECK.DIGIT","W","AC"
"CHEQUE.BATCH","H","ST"
"CHEQUE.CHANGE","W","ST"
"CHEQUE.CHARGE","H","ST"
"CHEQUE.CHARGE.BAL","L","ST"
"CHEQUE.CHARGE.BAL.HOLD","L","ST"
"CHEQUE.COLLECTION","H","ST"
"CHEQUE.COLLECTION.HIST","L","ST"
"CHEQUE.COLLECTION.WORK","L","ST"
"CHEQUE.ISSUE","H","ST"
"CHEQUE.ISSUE.ACCOUNT","T","ST"
"CHEQUE.REGISTER","H","ST"
"CHEQUE.REGISTER.SUPPLEMENT","H","ST"
"CHEQUE.STATUS","H","ST"
"CHEQUE.TXN.IDS","L","ST"
"CHEQUE.TYPE","H","ST"
"CHEQUE.TYPE.ACCOUNT","L","ST"
"CHEQUES.PRESENTED","L","ST"
"CHEQUES.STOPPED","L","ST"
"CK.CDP.CONSENT.XREF","T","CK"
"CK.CONSENT.TYPE","H","CK"
"CL.ACTION","H","CL"
"CL.ACTIVITY","L","CL"
"CL.AGENCY.COMMISSION","L","CL"
"CL.BUCKET.PARAM","H","CL"
"CL.COLLECTION.ITEM","H","CL"
"CL.COLLECTOR","H","CL"
"CL.COLLECTOR.ACTIVITY","L","CL"
"CL.COLLECTOR.TYPE","H","CL"
"CL.COLLECTOR.USER","T","CL"
"CL.EXTERNAL.AGENCY","H","CL"
"CL.INCENTIVE.STRATEGY","H","CL"
"CL.ITEM.BUCKET","L","CL"
"CL.ITEM.WEIGHT","H","CL"
"CL.OUTCOME","H","CL"
"CL.PARAMETER","H","CL"
"CL.QUEUE","H","CL"
"CL.QUEUE.COLL","L","CL"
"CL.QUEUE.TYPE","H","CL"
"CL.SCHEDULE.ACTIONS","D","CL"
"CLIENT.CREDIT.LIMIT","W","LI"
"CLUSTER.ARC.GENERIC.REQUEST","W","PP"
"CM.MATCH.ITEM","L","CM"
"CM.MESSAGE","H","CM"
"CM.MESSAGE.MATCH.INDEX","L","CM"
"CM.MESSAGE.TYPE","H","CM"
"CM.PAR.UNMATCHED.ITEM","L","CM"
"CM.PARAMETER","H","CM"
"CM.UNMATCHED.ITEM","L","CM"
"CO.ALLOCATION.DETAILS","L","CO"
"CO.ALLOCATION.PARAMETER","H","CO"
"CO.ASSET.DETAILS","L","CO"
"CO.CONC.CAP.EXCESS","L","CO"
"CO.COUNTRY","H","CO"
"CO.COUNTRY.GROUP","H","CO"
"CO.CURRENCY","H","CO"
"CO.DEFICIT","L","CO"
"CO.ELIGIBILITY","H","CO"
"CO.INDUSTRY","H","CO"
"CO.MARGIN.CHANGE","L","CO"
"CO.MGN.ALERT","L","CO"
"CO.RANKING","H","CO"
"CO.REALLOC.TRIGGER","L","LI"
"CO.VALUATION.PARAMETER","H","CO"
"COLLATERAL","H","CO"
"COLLATERAL.ALLOCATION","H","CO"
"COLLATERAL.CODE","H","CO"
"COLLATERAL.EXCLUSION","U","CO"
"COLLATERAL.PARAMETER","U","CO"
"COLLATERAL.RIGHT","H","CO"
"COLLATERAL.RIGHT.CUST","T","CO"
"COLLATERAL.TYPE","H","CO"
"COMP.FT.OVERRIDE.PARAM","U","EB"
"COMP.TT.OVERRIDE.PARAM","U","EB"
"COMPANY","H","ST"
"COMPANY.ACCOUNT","L","ST"
"COMPANY.CHECK","L","ST"
"COMPANY.CONSOL","H","ST"
"COMPANY.CREATE","W","ST"
"COMPANY.GROUP","H","ST"
"COMPANY.SMS.GROUP","H","ST"
"COMPARE.DIFFERENCES","L","SE"
"COMPARE.FILE.DETAILS","U","SE"
"CONC.DIR.COL.ALL","L","LC"
"CONDITION.PRIORITY","H","ST"
"CONSOL.ENT.FWD","L","AC"
"CONSOL.ENT.LWORK.DAY","L","AC"
"CONSOL.ENT.TODAY","L","AC"
"CONSOL.UPDATE.WORK","L","AC"
"CONSOLIDATE.ASST.LIAB","L","RE"
"CONSOLIDATE.COND","H","RE"
"CONSOLIDATE.PRFT.LOSS","L","RE"
"CONT.ACTIVITY","L","AC"
"CONT.CONT.ACTIVITY","L","AC"
"CONTEXT.ENQUIRY","H","EB"
"CONTRACT.RATES","H","ST"
"CONTRACT.TRAN.ACTIVITY","T","PM"
"CONTROL.ENQ.PH","U","EB"
"CONV.DATES.11.2.0","W","AC"
"CONV.MINUS.SIGN","R","PM"
"CONV.MM.TODAY.CRF.12.2","O","MM"
"CONV.PRICE.TYPE.14.1","O","SC"
"CONVERSION.DETAILS","H","EB"
"CONVERSION.PGMS","H","EB"
"CONVERT.LIMIT.PARAM","O","LI"
"CONVERT.PGMS","O","EB"
"CORR.ACCT.CH","L","IC"
"CORR.ACCT.CR","L","IC"
"CORR.ACCT.CR2","L","IC"
"CORR.ACCT.DR","L","IC"
"CORR.ACCT.DR2","L","IC"
"CORR.BANK.CHARGES","H","FT"
"CORR.GROUP.CP","L","PO"
"COUNTRY","H","ST"
"COUNTRY.GROUP","H","ST"
"COUPON.TAX.CODE","H","SC"
"CP.BANK.TRIGGER","H","CP"
"CP.CAMPAIGN","H","CP"
"CP.CAMPAIGN.STATUS","H","CP"
"CP.CHANNEL","H","CP"
"CP.CHANNEL.OFFLINE.TEMPLATE","H","CP"
"CP.CHANNEL.ONLINE.TEMPLATE","H","CP"
"CP.CHANNEL.OUTPUT","H","CP"
"CP.CHANNEL.TRIGGER","H","CP"
"CP.COMMENTS","H","CP"
"CP.CONTENT.TYPE","H","CP"
"CP.DATA.CONTEXT","H","CP"
"CP.DELAY.EVENT.DETAILS","H","CP"
"CP.DYNAMIC.OPPORTUNITY","H","CP"
"CP.ENTITY.WORKFLOW","H","CP"
"CP.GLOBAL.DETAILS","H","CP"
"CP.MESSAGE","H","CP"
"CP.MULTI.STAGE.CUSTOMER","H","CP"
"CP.OBJECTIVE","H","CP"
"CP.PROCESS","H","CP"
"CP.PROFILE","H","CP"
"CP.PROGRAM","H","CP"
"CP.PROGRAM.STATUS","H","CP"
"CP.RELATION","H","CP"
"CP.SUSPEND.REASON","H","CP"
"CP.UPDATE.SELECTION","H","CP"
"CP.USER.ROLES","H","CP"
"CP.VARIANT","H","CP"
"CP.VARIANT.SELECTION","H","CP"
"CQ.COLLAT.AC","L","CO"
"CQ.COLLATERAL","L","CO"
"CQ.PARAMETER","H","ST"
"CR.CAMPAIGN.GENERATOR","W","CR"
"CR.CAMPAIGN.STATISTICS","L","CR"
"CR.COMMON.ACTIVITY","H","CR"
"CR.CONTACT.LOG","H","CR"
"CR.CONTACT.LOG.FUTR","L","CR"
"CR.CONTACT.LOG.HIST","L","CR"
"CR.CONTACT.LOG.PARAM","H","CR"
"CR.CUST.ENGAGEMENT","H","CR"
"CR.CUST.ENGAGEMENT.HIST","L","CR"
"CR.CUST.OPPOR.HIST","L","CR"
"CR.CUSTOMER.INTELLIGENCE","U","CR"
"CR.IDENTIFY.CUSTOMER","D","CR"
"CR.INTRODUCTION.SOURCE","H","CR"
"CR.OPPORTUNITY","H","CR"
"CR.OPPORTUNITY.DEFINITION","H","CR"
"CR.OPPORTUNITY.GENERATOR","W","CR"
"CR.OPPORTUNITY.PARAMETER","H","CR"
"CR.OPPORTUNITY.STATUS","H","CR"
"CR.OTHER.PRODUCTS","H","CR"
"CR.PORTFOLIO","D","CR"
"CR.PROFILE","H","CR"
"CR.PROFILE.TYPE","H","CR"
"CR.RELATIONSHIP","H","CR"
"CREATE.FICHE.TAPE","W","EB"
"CREATE.NETTING","W","AC"
"CRP.BRANCH.DAILY.TXNS","L","RE"
"CRP.TRANS.JOURNAL","L","RE"
"CRS.BASE.MANUAL.UPDATE","H","CE"
"CRS.CLIENT.TYPE","H","CD"
"CRS.CUST.SUPP.INFO","H","CD"
"CRS.PARAMETER","H","CD"
"CRS.REPORT.BASE","L","CE"
"CRS.REPORTING.PARAMETER","H","CE"
"CRS.SC.UNDOC.LIST","L","CD"
"CRS.XML.REQUEST","H","CE"
"CS.SOCIAL.MEDIA","H","CS"
"CURRENCY","H","ST"
"CURRENCY.GROUP","H","ST"
"CURRENCY.MARKET","H","ST"
"CURRENCY.PARAM","H","ST"
"CUS.POS.ENQ.PARAM","H","ST"
"CUS.TRAVEL.NOTIFICATION","H","ST"
"CUST.ACCT.CCY.REC","L","AC"
"CUST.ANALYSE.DOCS","L","EB"
"CUST.COLLATERAL.ALLOCATION","L","CO"
"CUST.DOCUMENT","H","DM"
"CUST.EXTUSER","L","EB"
"CUST.GROUP.PURPOSE","H","ST"
"CUST.REPO.CONCAT","T","RP"
"CUSTOMER","H","ST"
"CUSTOMER.ACCOUNT","T","AC"
"CUSTOMER.ADDRESS.HIST","H","ST"
"CUSTOMER.BGC.ACCOUNT","L","FT"
"CUSTOMER.CCY.ACCT","T","AC"
"CUSTOMER.CHARGE","H","ST"
"CUSTOMER.CHARGE.ACCOUNT","L","ST"
"CUSTOMER.CHARGE.COMP","L","ST"
"CUSTOMER.COLLATERAL","T","CO"
"CUSTOMER.COLLATERAL.TYPE","H","CO"
"CUSTOMER.DEFAULT","H","ST"
"CUSTOMER.FQU","T","ST"
"CUSTOMER.GROUP","H","ST"
"CUSTOMER.LIABILITY","T","ST"
"CUSTOMER.LIMITS","L","LI"
"CUSTOMER.MASS.BLOCK","H","AC"
"CUSTOMER.OUTGOING.FT","T","FT"
"CUSTOMER.PLEDGE","H","CO"
"CUSTOMER.PLEDGE.GROUP","L","CO"
"CUSTOMER.POSITION","L","ST"
"CUSTOMER.POSITION.XREF","T","ST"
"CUSTOMER.PROSPECT","L","ST"
"CUSTOMER.REL.GROUP","H","ST"
"CUSTOMER.RELATIONSHIP","H","ST"
"CUSTOMER.REPO","L","RP"
"CUSTOMER.ROLE","L","ST"
"CUSTOMER.SECURE.MESSAGE","T","EB"
"CUSTOMER.SECURITY","H","SC"
"CUSTOMER.SSI","H","ST"
"CUSTOMER.STATUS","H","ST"
"CZ.CDP.DATA.DEFINITION","H","CZ"
"CZ.CDP.DATA.ERASED.TODAY","L","CZ"
"CZ.CDP.ERASE.OPTION","H","CZ"
"CZ.CDP.PARAMETER","H","CZ"
"CZ.CDP.PDD.BUILD.REQUEST","W","CZ"
"CZ.CDP.PDD.SEARCH.REQUEST","W","CZ"
"CZ.CDP.PDD.SEARCH.RESULTS","H","CZ"
"CZ.CDP.PURPOSE","H","CZ"
"CZ.CDP.REQUEST.CAPTURE","H","CZ"
"CZ.CDP.REQUEST.TYPE","H","CZ"
"CZ.CDP.SEARCH.OUTPUT","U","CZ"
"CZ.CUSTOMER.ACTIVITY","L","CZ"
"CZ.CUSTOMER.ACTIVITY.CAPTURE","H","CZ"
"DAILY.TXNS","T","EB"
"DAS.RESULTS","L","SE"
"DATA.CAPTURE","H","DC"
"DATA.MAP.ACCT","W",""
"DATA.MAP.CUST","W",""
"DATA.MAP.DEAD1","W",""
"DATA.MAP.DEAD2","W",""
"DATA.MAP.DEPROD","W",""
"DATA.MAP.STMT","W",""
"DATABASE.XREF","U","EB"
"DATE.EXPOSURE","T","AC"
"DATE.FORMAT","R","ST"
"DATES","H","EB"
"DB.SCRAMBLE.DEFINE","W","EB"
"DC.ADVICES","H","DC"
"DC.BATCH.ALL","O","DC"
"DC.BATCH.CONTROL","L","DC"
"DC.DEPT.BATCH.CONTROL","T","DC"
"DC.ENTRY","T","DC"
"DC.PARAMETER","H","DC"
"DD.ACTIVITY","L","DD"
"DD.CODES","H","DD"
"DD.DDI","H","DD"
"DD.EVENTS","H","DD"
"DD.GENERATE.FILES","W","DD"
"DD.GENERATE.FILES.SEQ","L","DD"
"DD.GENERATE.FILES.XREF","L","DD"
"DD.HEADER","L","DD"
"DD.IN.FORMAT","H","DD"
"DD.ITEM","L","DD"
"DD.ITEM.REJECT","H","DD"
"DD.LINKS","L","DD"
"DD.OUT.FORMAT","H","DD"
"DD.PARAMETER","H","DD"
"DD.PROCESS.LIST","L","DD"
"DD.PURGE.FILES","W","DD"
"DD.REASON.CODES","H","DD"
"DD.RETURN","H","DD"
"DD.STANDALONE.FQU.LIST","L","DD"
"DD.TXN.CODES","H","DD"
"DE.ADDRESS","H","ST"
"DE.ALTERNATE","H","DE"
"DE.AUTO.TRANSLATION","W","DE"
"DE.BATCH.GROUP","H","DE"
"DE.BIC","H","DE"
"DE.BIC.LOAD","H","DE"
"DE.BIC.PARAMETER","H","DE"
"DE.CARRIER","H","DE"
"DE.CC.GENERIC","O","OB"
"DE.CUSTOMER.PREFERENCES","H","ST"
"DE.DEPT.PRINTER","H","DE"
